CSD Code 2021,CSD Name 2021,Census Population 2021,Income 2021,Education 2021,Housing 2021,Labour Force Activity 2021,CWB 2021,Community Type 2021
2429013,Saint-Gédéon-de-Beauce,2093,73,38,98,90,75,Non-Indigenous Community
2429020,Saint-Hilaire-de-Dorset,96,,,,,75,Non-Indigenous Community
2429025,Saint-Évariste-de-Forsyth,511,72,46,97,93,77,Non-Indigenous Community
2429030,La Guadeloupe,1805,73,52,98,92,79,Non-Indigenous Community
2429038,Saint-Honoré-de-Shenley,1555,74,52,97,92,79,Non-Indigenous Community
2429045,Saint-Martin,2588,74,49,97,89,77,Non-Indigenous Community
2429050,Saint-René,946,78,59,95,91,81,Non-Indigenous Community
2429057,Saint-Côme--Linière,3278,74,51,98,88,78,Non-Indigenous Community
2429065,Saint-Philibert,379,74,56,98,89,79,Non-Indigenous Community
2429073,Saint-Georges,32935,78,58,98,89,81,Non-Indigenous Community
2429095,Lac-Poulin,171,,,,,88,Non-Indigenous Community
2429100,Saint-Benoît-Labre,1617,76,52,97,90,79,Non-Indigenous Community
2429112,Saint-Éphrem-de-Beauce,2323,75,47,96,93,78,Non-Indigenous Community
2429120,Notre-Dame-des-Pins,1812,81,62,97,91,83,Non-Indigenous Community
2429125,Saint-Simon-les-Mines,573,75,59,99,92,82,Non-Indigenous Community
2430005,Saint-Augustin-de-Woburn,667,72,41,96,80,72,Non-Indigenous Community
2430010,Notre-Dame-des-Bois,1028,70,49,92,78,72,Non-Indigenous Community
2430015,Val-Racine,183,,,,,79,Non-Indigenous Community
2430020,Piopolis,398,77,59,98,72,76,Non-Indigenous Community
2430025,Frontenac,1811,79,61,98,89,82,Non-Indigenous Community
2430030,Lac-Mégantic,5747,75,56,98,87,79,Non-Indigenous Community
2430035,Marston,777,77,54,96,87,78,Non-Indigenous Community
2430040,Milan,318,69,57,97,81,76,Non-Indigenous Community
2430045,Nantes,1388,75,48,98,87,77,Non-Indigenous Community
2430050,Sainte-Cécile-de-Whitton,853,73,49,95,90,77,Non-Indigenous Community
2430055,Audet,708,71,48,96,90,76,Non-Indigenous Community
2430070,Saint-Robert-Bellarmin,529,72,33,98,88,73,Non-Indigenous Community
2430072,Saint-Ludger,1074,74,47,96,90,77,Non-Indigenous Community
2430080,Lac-Drolet,1067,75,47,97,92,78,Non-Indigenous Community
2430085,Saint-Sébastien,674,72,50,97,88,77,Non-Indigenous Community
2430090,Courcelles,814,68,42,92,88,72,Non-Indigenous Community
2430095,Lambton,1630,75,51,95,92,78,Non-Indigenous Community
2430100,Saint-Romain,711,77,51,97,92,79,Non-Indigenous Community
2430105,Stornoway,535,76,45,99,93,78,Non-Indigenous Community
2430110,Stratford,1036,76,63,97,81,79,Non-Indigenous Community
2431008,Beaulac-Garthby,931,76,56,96,84,78,Non-Indigenous Community
2431015,Disraeli,2360,72,54,98,88,78,Non-Indigenous Community
2431020,Disraeli,1163,77,58,97,86,79,Non-Indigenous Community
2431025,Saint-Jacques-le-Majeur-de-Wolfestown,186,,,,,76,Non-Indigenous Community
2431030,Saint-Fortunat,255,65,47,94,96,76,Non-Indigenous Community
2431035,Saint-Julien,378,70,58,97,82,77,Non-Indigenous Community
2431040,Irlande,897,72,58,98,89,79,Non-Indigenous Community
2431045,Saint-Joseph-de-Coleraine,1820,75,51,96,83,76,Non-Indigenous Community
2431050,Sainte-Praxède,351,75,55,92,76,75,Non-Indigenous Community
2431056,Adstock,2903,81,61,99,88,82,Non-Indigenous Community
2431060,Sainte-Clotilde-de-Beauce,569,74,50,95,92,78,Non-Indigenous Community
2431084,Thetford Mines,26072,76,57,97,87,79,Non-Indigenous Community
2431095,Saint-Adrien-d'Irlande,395,70,52,93,94,77,Non-Indigenous Community
2431100,Saint-Jean-de-Brébeuf,351,72,55,94,97,80,Non-Indigenous Community
2431105,Kinnear's Mills,397,74,61,99,95,82,Non-Indigenous Community
2431122,East Broughton,2248,74,52,97,89,78,Non-Indigenous Community
2431130,Sacré-Coeur-de-Jésus,536,74,51,95,86,76,Non-Indigenous Community
2431135,Saint-Pierre-de-Broughton,889,72,54,95,92,78,Non-Indigenous Community
2431140,Saint-Jacques-de-Leeds,711,72,55,97,84,77,Non-Indigenous Community
2432013,Saint-Ferdinand,2007,78,55,97,88,80,Non-Indigenous Community
2432023,Sainte-Sophie-d'Halifax,595,70,57,96,92,79,Non-Indigenous Community
2432033,Princeville,6218,73,51,98,92,79,Non-Indigenous Community
2432040,Plessisville,6414,74,53,98,89,79,Non-Indigenous Community
2432045,Plessisville,2655,76,55,96,94,80,Non-Indigenous Community
2432050,Saint-Pierre-Baptiste,560,71,56,94,87,77,Non-Indigenous Community
2432058,Inverness,910,73,60,95,86,79,Non-Indigenous Community
2432065,Lyster,1587,71,48,97,92,77,Non-Indigenous Community
2432072,Laurierville,1313,73,56,97,92,79,Non-Indigenous Community
2432080,Notre-Dame-de-Lourdes,787,74,56,93,89,78,Non-Indigenous Community
2432085,Villeroy,488,70,45,96,92,76,Non-Indigenous Community
2433007,Saint-Sylvestre,1019,74,58,98,91,80,Non-Indigenous Community
2433017,Sainte-Agathe-de-Lotbinière,1049,74,52,94,92,78,Non-Indigenous Community
2433025,Saint-Patrice-de-Beaurivage,1109,75,52,97,91,79,Non-Indigenous Community
2433030,Saint-Narcisse-de-Beaurivage,1152,73,60,96,95,81,Non-Indigenous Community
2433035,Saint-Gilles,2910,76,56,96,92,80,Non-Indigenous Community
2433040,Dosquet,935,73,46,93,92,76,Non-Indigenous Community
2433045,Saint-Agapit,4526,75,58,96,91,80,Non-Indigenous Community
2433052,Saint-Flavien,1619,73,53,97,91,79,Non-Indigenous Community
2433060,Laurier-Station,2570,76,52,99,92,80,Non-Indigenous Community
2433065,Saint-Janvier-de-Joly,1079,75,48,96,89,77,Non-Indigenous Community
2433070,Val-Alain,986,72,47,98,85,75,Non-Indigenous Community
2433080,Saint-Édouard-de-Lotbinière,1240,73,53,94,92,78,Non-Indigenous Community
2433085,Notre-Dame-du-Sacré-Coeur-d'Issoudun,867,78,54,98,95,81,Non-Indigenous Community
2433090,Saint-Apollinaire,7968,78,62,98,93,83,Non-Indigenous Community
2433095,Saint-Antoine-de-Tilly,1682,82,71,98,89,85,Non-Indigenous Community
2433102,Sainte-Croix,2529,75,57,97,89,79,Non-Indigenous Community
2433115,Lotbinière,855,81,60,96,87,81,Non-Indigenous Community
2433123,Leclercville,491,74,59,95,86,79,Non-Indigenous Community
2434007,Neuville,4475,83,71,97,90,85,Non-Indigenous Community
2434017,Pont-Rouge,10121,80,64,98,91,83,Non-Indigenous Community
2434025,Donnacona,7436,78,63,98,90,82,Non-Indigenous Community
2434030,Cap-Santé,3594,79,66,96,90,83,Non-Indigenous Community
2434038,Saint-Basile,2709,76,56,94,90,79,Non-Indigenous Community
2434048,Portneuf,3329,78,59,95,88,80,Non-Indigenous Community
2434058,Deschambault-Grondines,2235,79,65,95,87,82,Non-Indigenous Community
2434060,Saint-Gilbert,283,76,61,96,91,81,Non-Indigenous Community
2434065,Saint-Marc-des-Carrières,2901,75,55,98,87,79,Non-Indigenous Community
2434078,Saint-Casimir,1449,73,56,92,83,76,Non-Indigenous Community
2434085,Saint-Thuribe,298,70,58,90,87,76,Non-Indigenous Community
2434090,Saint-Ubalde,1456,76,56,95,83,78,Non-Indigenous Community
2434097,Saint-Alban,1196,74,54,93,88,77,Non-Indigenous Community
2434105,Sainte-Christine-d'Auvergne,617,78,60,96,84,80,Non-Indigenous Community
2434115,Saint-Léonard-de-Portneuf,1140,76,58,99,88,81,Non-Indigenous Community
2434120,Lac-Sergent,541,95,74,97,85,88,Non-Indigenous Community
2434128,Saint-Raymond,11108,78,59,97,89,81,Non-Indigenous Community
2434135,Rivière-à-Pierre,625,79,50,96,83,77,Non-Indigenous Community
2434902,Lac-Blanc,0,,,,,,Non-Indigenous Community
2434904,Linton,10,,,,,,Non-Indigenous Community
2434906,Lac-Lapeyrère,0,,,,,,Non-Indigenous Community
2435005,Notre-Dame-de-Montauban,815,76,54,95,77,75,Non-Indigenous Community
2435010,Lac-aux-Sables,1380,77,56,97,80,78,Non-Indigenous Community
2435015,Saint-Adelphe,922,76,55,98,87,79,Non-Indigenous Community
2435020,Saint-Séverin,812,73,55,99,83,77,Non-Indigenous Community
2435027,Saint-Tite,3672,74,55,96,87,78,Non-Indigenous Community
2435035,Hérouxville,1367,74,58,96,85,79,Non-Indigenous Community
2435040,Grandes-Piles,493,87,70,94,78,82,Non-Indigenous Community
2435045,Saint-Roch-de-Mékinac,304,81,54,94,88,79,Non-Indigenous Community
2435050,Sainte-Thècle,2415,71,54,96,83,76,Non-Indigenous Community
2435055,Trois-Rives,512,79,52,97,78,77,Non-Indigenous Community
2435902,Lac-Masketsi,0,,,,,,Non-Indigenous Community
2435904,Lac-Normand,29,,,,,,Non-Indigenous Community
2435906,Rivière-de-la-Savane,41,,,,,,Non-Indigenous Community
2435908,Lac-Boulé,0,,,,,,Non-Indigenous Community
2436033,Shawinigan,49620,75,57,97,84,78,Non-Indigenous Community
2437067,Trois-Rivières,139163,78,64,97,86,81,Non-Indigenous Community
2437205,Sainte-Anne-de-la-Pérade,2031,75,57,95,86,78,Non-Indigenous Community
2437210,Batiscan,958,76,64,96,83,80,Non-Indigenous Community
2437215,Sainte-Geneviève-de-Batiscan,1028,78,56,95,89,80,Non-Indigenous Community
2437220,Champlain,1807,80,68,96,88,83,Non-Indigenous Community
2437225,Saint-Luc-de-Vincennes,519,78,60,92,86,79,Non-Indigenous Community
2437230,Saint-Maurice,3432,76,63,95,90,81,Non-Indigenous Community
2437235,Notre-Dame-du-Mont-Carmel,6121,77,59,98,87,80,Non-Indigenous Community
2437240,Saint-Narcisse,1801,74,60,95,85,79,Non-Indigenous Community
2437245,Saint-Stanislas,1001,77,60,96,86,80,Non-Indigenous Community
2437250,Saint-Prosper-de-Champlain,482,75,56,96,85,78,Non-Indigenous Community
2438005,Saint-Sylvère,786,74,52,96,90,78,Non-Indigenous Community
2438010,Bécancour,13561,80,64,97,89,82,Non-Indigenous Community
2438015,Sainte-Marie-de-Blandford,443,76,52,98,84,77,Non-Indigenous Community
2438020,Lemieux,292,67,52,95,87,75,Non-Indigenous Community
2438028,Manseau,807,67,45,93,83,72,Non-Indigenous Community
2438035,Sainte-Françoise,467,72,51,96,84,76,Non-Indigenous Community
2438040,Sainte-Sophie-de-Lévrard,704,71,50,93,82,74,Non-Indigenous Community
2438047,Fortierville,660,71,55,97,85,77,Non-Indigenous Community
2438055,Parisville,396,71,43,100,92,77,Non-Indigenous Community
2438060,Sainte-Cécile-de-Lévrard,349,70,58,99,89,79,Non-Indigenous Community
2438065,Saint-Pierre-les-Becquets,1183,79,59,94,86,79,Non-Indigenous Community
2438070,Deschaillons-sur-Saint-Laurent,906,77,61,96,84,79,Non-Indigenous Community
2438802,Wôlinak,194,,,,,75,First Nations Community 
2439005,Saints-Martyrs-Canadiens,277,83,60,90,81,78,Non-Indigenous Community
2439010,Ham-Nord,857,70,51,97,87,76,Non-Indigenous Community
2439015,Notre-Dame-de-Ham,414,75,59,92,86,78,Non-Indigenous Community
2439020,Saint-Rémi-de-Tingwick,446,73,57,99,88,79,Non-Indigenous Community
2439025,Tingwick,1484,76,58,96,88,79,Non-Indigenous Community
2439030,Chesterville,877,74,60,98,89,80,Non-Indigenous Community
2439035,Sainte-Hélène-de-Chester,384,71,61,99,84,79,Non-Indigenous Community
2439043,Saint-Norbert-d'Arthabaska,1247,74,52,95,91,78,Non-Indigenous Community
2439060,Saint-Christophe-d'Arthabaska,3111,82,61,97,91,83,Non-Indigenous Community
2439062,Victoriaville,47760,76,58,98,89,81,Non-Indigenous Community
2439077,Warwick,4729,76,55,97,89,79,Non-Indigenous Community
2439085,Saint-Albert,1640,75,50,97,93,79,Non-Indigenous Community
2439090,Sainte-Élizabeth-de-Warwick,383,70,54,95,90,77,Non-Indigenous Community
2439097,Kingsey Falls,1986,85,61,98,92,84,Non-Indigenous Community
2439105,Sainte-Séraphine,441,69,51,96,87,76,Non-Indigenous Community
2439117,Sainte-Clotilde-de-Horton,1563,70,49,96,90,76,Non-Indigenous Community
2439130,Saint-Samuel,765,77,57,95,88,79,Non-Indigenous Community
2439135,Saint-Valère,1188,74,54,100,94,80,Non-Indigenous Community
2439145,Saint-Rosaire,932,73,46,94,88,75,Non-Indigenous Community
2439152,Daveluyville,2360,73,49,97,85,76,Non-Indigenous Community
2439165,Maddington Falls,428,73,46,98,90,77,Non-Indigenous Community
2439170,Saint-Louis-de-Blandford,1076,72,56,98,90,79,Non-Indigenous Community
2440005,Ham-Sud,214,,,,,75,Non-Indigenous Community
2440010,Saint-Adrien,522,68,60,96,83,77,Non-Indigenous Community
2440017,Wotton,1402,72,53,95,88,77,Non-Indigenous Community
2440025,Saint-Camille,551,74,62,94,92,81,Non-Indigenous Community
2440032,Saint-Georges-de-Windsor,958,73,58,96,90,79,Non-Indigenous Community
2440043,Val-des-Sources,7088,71,50,96,83,75,Non-Indigenous Community
2440047,Danville,3888,74,55,93,88,77,Non-Indigenous Community
2441012,Saint-Isidore-de-Clifton,673,74,50,92,88,76,Non-Indigenous Community
2441020,Chartierville,319,72,53,96,88,77,Non-Indigenous Community
2441027,La Patrie,805,67,53,91,80,72,Non-Indigenous Community
2441037,Newport,698,71,53,89,85,74,Non-Indigenous Community
2441038,Cookshire-Eaton,5344,75,56,97,90,79,Non-Indigenous Community
2441055,Ascot Corner,3368,80,64,98,92,83,Non-Indigenous Community
2441060,East Angus,3840,73,53,94,85,76,Non-Indigenous Community
2441065,Westbury,1097,73,51,96,90,78,Non-Indigenous Community
2441070,Bury,1252,70,56,92,86,76,Non-Indigenous Community
2441075,Hampden,193,,,,,72,Non-Indigenous Community
2441080,Scotstown,459,70,41,95,82,72,Non-Indigenous Community
2441085,Lingwick,456,73,59,91,82,76,Non-Indigenous Community
2441098,Weedon,2667,71,48,94,85,75,Non-Indigenous Community
2441117,Dudswell,1755,76,60,97,86,80,Non-Indigenous Community
2442005,Stoke,3014,79,64,95,89,82,Non-Indigenous Community
2442020,Saint-François-Xavier-de-Brompton,2469,77,60,97,90,81,Non-Indigenous Community
2442025,Saint-Denis-de-Brompton,4594,87,70,96,90,86,Non-Indigenous Community
2442032,Racine,1340,81,65,95,88,82,Non-Indigenous Community
2442040,Bonsecours,650,80,61,95,88,81,Non-Indigenous Community
2442045,Lawrenceville,618,72,46,97,88,76,Non-Indigenous Community
2442050,Sainte-Anne-de-la-Rochelle,625,71,52,96,88,77,Non-Indigenous Community
2442055,Valcourt,2139,77,58,98,87,80,Non-Indigenous Community
2442060,Valcourt,1029,77,54,97,88,79,Non-Indigenous Community
2442065,Maricourt,456,73,58,95,86,78,Non-Indigenous Community
2442070,Kingsbury,142,,,,,83,Non-Indigenous Community
2442075,Melbourne,1096,81,61,95,90,82,Non-Indigenous Community
2442078,Ulverton,433,81,71,97,94,86,Non-Indigenous Community
2442088,Windsor,5294,75,56,96,88,79,Non-Indigenous Community
2442095,Val-Joli,1671,78,58,95,90,80,Non-Indigenous Community
2442098,Richmond,3259,72,53,95,86,76,Non-Indigenous Community
2442100,Saint-Claude,1141,78,57,95,88,79,Non-Indigenous Community
2442110,Cleveland,1581,75,56,95,90,79,Non-Indigenous Community
2443027,Sherbrooke,172950,78,67,96,88,82,Non-Indigenous Community
2444003,Saint-Malo,514,73,48,92,94,77,Non-Indigenous Community
2444005,Saint-Venant-de-Paquette,69,,,,,,Non-Indigenous Community
2444010,East Hereford,282,73,50,89,87,74,Non-Indigenous Community
2444015,Saint-Herménégilde,690,73,51,94,82,75,Non-Indigenous Community
2444023,Dixville,732,69,53,94,89,76,Non-Indigenous Community
2444037,Coaticook,8867,74,51,97,90,78,Non-Indigenous Community
2444045,Barnston-Ouest,546,77,61,95,87,80,Non-Indigenous Community
2444050,Stanstead-Est,642,76,58,97,91,81,Non-Indigenous Community
2444055,Sainte-Edwidge-de-Clifton,546,74,51,95,92,78,Non-Indigenous Community
2444060,Martinville,441,75,65,97,92,82,Non-Indigenous Community
2444071,Compton,3270,74,60,96,92,80,Non-Indigenous Community
2444080,Waterville,2307,74,63,94,92,81,Non-Indigenous Community
2445008,Stanstead,2824,71,51,94,86,75,Non-Indigenous Community
2445020,Ogden,761,80,55,98,92,81,Non-Indigenous Community
2445025,Stanstead,1148,87,67,97,80,83,Non-Indigenous Community
2445030,Potton,2012,89,63,94,87,83,Non-Indigenous Community
2445035,Ayer's Cliff,1180,82,64,95,90,83,Non-Indigenous Community
2445043,Hatley,771,94,69,98,89,88,Non-Indigenous Community
2445050,North Hatley,675,88,81,93,88,87,Non-Indigenous Community
2445055,Hatley,2230,84,76,95,90,86,Non-Indigenous Community
2445060,Sainte-Catherine-de-Hatley,2741,86,70,97,89,86,Non-Indigenous Community
2445072,Magog,28312,80,61,97,86,81,Non-Indigenous Community
2445080,Saint-Benoît-du-Lac,43,,,,,,Non-Indigenous Community
2445085,Austin,1748,88,69,96,83,84,Non-Indigenous Community
2445093,Eastman,2279,84,73,97,88,86,Non-Indigenous Community
2445095,Bolton-Est,1108,85,63,97,84,82,Non-Indigenous Community
2445100,Saint-Étienne-de-Bolton,816,83,74,95,79,83,Non-Indigenous Community
2445105,Stukely-Sud,1142,79,62,94,86,80,Non-Indigenous Community
2445115,Orford,5007,88,76,97,87,87,Non-Indigenous Community
2446005,Abercorn,341,87,75,98,90,88,Non-Indigenous Community
2446010,Frelighsburg,1123,84,72,95,89,85,Non-Indigenous Community
2446017,Saint-Armand,1228,78,60,96,87,81,Non-Indigenous Community
2446025,Pike River,503,73,54,91,85,76,Non-Indigenous Community
2446030,Stanbridge Station,291,79,57,100,91,82,Non-Indigenous Community
2446035,Bedford,2558,74,55,95,86,77,Non-Indigenous Community
2446040,Bedford,658,76,52,96,92,79,Non-Indigenous Community
2446045,Stanbridge East,834,76,49,94,85,76,Non-Indigenous Community
2446050,Dunham,3599,82,65,96,90,83,Non-Indigenous Community
2446058,Sutton,4548,87,73,96,85,85,Non-Indigenous Community
2446065,Bolton-Ouest,732,91,72,94,86,86,Non-Indigenous Community
2446070,Brome,341,75,64,90,86,79,Non-Indigenous Community
2446075,Lac-Brome,5923,88,69,95,85,84,Non-Indigenous Community
2446078,Bromont,11357,94,77,98,88,89,Non-Indigenous Community
2446080,Cowansville,15234,75,57,97,87,79,Non-Indigenous Community
2446085,East Farnham,612,77,53,98,91,80,Non-Indigenous Community
2446090,Brigham,2282,78,62,95,90,81,Non-Indigenous Community
2446095,Saint-Ignace-de-Stanbridge,677,69,55,93,89,76,Non-Indigenous Community
2446100,Notre-Dame-de-Stanbridge,691,74,55,89,93,78,Non-Indigenous Community
2446105,Sainte-Sabine,1105,77,56,94,90,79,Non-Indigenous Community
2446112,Farnham,10149,74,54,96,88,78,Non-Indigenous Community
2447010,Saint-Alphonse-de-Granby,3341,78,58,95,91,81,Non-Indigenous Community
2447017,Granby,69025,77,58,97,88,80,Non-Indigenous Community
2447025,Waterloo,4920,73,52,96,86,77,Non-Indigenous Community
2447030,Warden,362,76,50,97,79,76,Non-Indigenous Community
2447035,Shefford,7253,83,66,97,90,84,Non-Indigenous Community
2447040,Saint-Joachim-de-Shefford,1476,74,57,95,88,79,Non-Indigenous Community
2447047,Roxton Pond,4224,77,55,95,90,79,Non-Indigenous Community
2447055,Sainte-Cécile-de-Milton,2195,75,52,97,90,78,Non-Indigenous Community
2448005,Béthanie,350,75,58,98,83,78,Non-Indigenous Community
2448010,Roxton Falls,1322,71,47,97,89,76,Non-Indigenous Community
2448015,Roxton,1115,70,53,91,89,76,Non-Indigenous Community
2448020,Sainte-Christine,772,69,49,93,85,74,Non-Indigenous Community
2448028,Acton Vale,7605,73,51,95,88,77,Non-Indigenous Community
2448038,Upton,2046,74,51,97,91,79,Non-Indigenous Community
2448045,Saint-Théodore-d'Acton,1564,72,51,96,92,78,Non-Indigenous Community
2448050,Saint-Nazaire-d'Acton,880,73,53,98,91,79,Non-Indigenous Community
2449005,Saint-Félix-de-Kingsey,1493,72,50,95,86,76,Non-Indigenous Community
2449015,Durham-Sud,1051,71,53,95,87,77,Non-Indigenous Community
2449020,Lefebvre,925,71,53,96,88,77,Non-Indigenous Community
2449025,L'Avenir,1350,73,56,96,92,79,Non-Indigenous Community
2449030,Saint-Lucien,1801,74,52,97,89,78,Non-Indigenous Community
2449040,Wickham,2587,73,52,97,91,79,Non-Indigenous Community
2449048,Saint-Germain-de-Grantham,4922,76,59,98,92,81,Non-Indigenous Community
2449058,Drummondville,79258,77,59,97,88,80,Non-Indigenous Community
2449070,Saint-Cyrille-de-Wendover,4920,75,58,97,92,81,Non-Indigenous Community
2449075,Notre-Dame-du-Bon-Conseil,1708,74,53,98,90,79,Non-Indigenous Community
2449080,Notre-Dame-du-Bon-Conseil,885,79,47,94,92,78,Non-Indigenous Community
2449085,Sainte-Brigitte-des-Saults,737,74,55,96,86,78,Non-Indigenous Community
2449095,Saint-Majorique-de-Grantham,1384,78,60,98,89,82,Non-Indigenous Community
2449100,Saint-Edmond-de-Grantham,804,76,58,99,88,81,Non-Indigenous Community
2449105,Saint-Eugène,1139,73,50,94,92,77,Non-Indigenous Community
