CSD Code 2021,CSD Name 2021,Census Population 2021,Income 2021,Education 2021,Housing 2021,Labour Force Activity 2021,CWB 2021,Community Type 2021
4801006,Medicine Hat,63271,80,62,97,84,81,Non-Indigenous Community
4801008,Forty Mile County No. 8,3471,72,49,93,87,75,Non-Indigenous Community
4801009,Foremost,630,81,57,98,90,81,Non-Indigenous Community
4801014,Bow Island,2036,70,39,95,86,72,Non-Indigenous Community
4801018,Redcliff,5581,77,57,95,84,78,Non-Indigenous Community
4802001,Warner County No. 5,4290,75,62,94,88,80,Non-Indigenous Community
4802002,Coutts,224,,,,,79,Non-Indigenous Community
4802004,Milk River,824,78,55,92,80,77,Non-Indigenous Community
4802006,Warner,364,67,51,99,84,75,Non-Indigenous Community
4802008,Raymond,4199,72,66,92,84,79,Non-Indigenous Community
4802009,Stirling,1164,73,66,97,85,80,Non-Indigenous Community
4802011,Lethbridge County,10120,78,59,94,89,80,Non-Indigenous Community
4802012,Lethbridge,98406,80,68,96,86,82,Non-Indigenous Community
4802013,Coalhurst,2869,76,64,98,85,81,Non-Indigenous Community
4802014,Nobleford,1438,68,56,97,85,76,Non-Indigenous Community
4802016,Barons,313,70,38,96,68,68,Non-Indigenous Community
4802018,Picture Butte,1930,73,52,97,85,77,Non-Indigenous Community
4802019,Coaldale,8771,78,60,96,87,80,Non-Indigenous Community
4802021,Taber,7447,69,41,95,86,73,Non-Indigenous Community
4802022,Taber,8862,76,51,95,87,77,Non-Indigenous Community
4802023,Barnwell,978,69,43,94,81,72,Non-Indigenous Community
4802029,Vauxhall,1286,67,27,93,82,67,Non-Indigenous Community
4802031,Newell County,7465,78,56,95,88,79,Non-Indigenous Community
4802034,Brooks,14924,76,56,91,87,77,Non-Indigenous Community
4802036,Duchess,1053,78,58,94,84,78,Non-Indigenous Community
4802038,Rosemary,370,74,51,97,78,75,Non-Indigenous Community
4802039,Bassano,1216,78,58,97,84,79,Non-Indigenous Community
4803001,Cardston County,4856,75,69,93,90,82,Non-Indigenous Community
4803002,Magrath,2481,73,70,95,85,81,Non-Indigenous Community
4803003,Improvement District No. 4 Waterton,158,,,,,87,Non-Indigenous Community
4803004,Cardston,3724,74,70,94,84,80,Non-Indigenous Community
4803006,Glenwood,272,65,67,99,87,79,Non-Indigenous Community
4803008,Hill Spring,168,,,,,75,Non-Indigenous Community
4803011,Pincher Creek No. 9,3240,81,68,94,89,83,Non-Indigenous Community
4803014,Pincher Creek,3622,79,64,95,85,80,Non-Indigenous Community
4803016,Cowley,216,,,,,81,Non-Indigenous Community
4803018,Willow Creek No. 26,6081,75,63,94,91,81,Non-Indigenous Community
4803019,Fort Macleod,3297,76,56,94,84,78,Non-Indigenous Community
4803022,Claresholm,3804,79,59,96,83,79,Non-Indigenous Community
4803024,Stavely,544,80,62,98,79,80,Non-Indigenous Community
4803026,Nanton,2167,78,61,96,86,80,Non-Indigenous Community
4803801,Piikani 147,1550,59,44,70,65,60,First Nations Community 
4803802,Blood 148,4572,58,51,62,62,58,First Nations Community 
4803803,Blood 148A,0,,,,,,First Nations Community 
4803805,"Peigan Timber Limit ""B""",16,,,,,,First Nations Community 
4804001,Acadia No. 34,494,83,62,97,85,82,Non-Indigenous Community
4804004,Special Area No. 2,1860,82,60,97,91,82,Non-Indigenous Community
4804006,Empress,148,,,,,73,Non-Indigenous Community
4804011,Hanna,2394,82,58,94,85,80,Non-Indigenous Community
4804012,Special Area No. 3,1142,76,63,96,90,81,Non-Indigenous Community
4804014,Oyen,917,76,61,97,85,80,Non-Indigenous Community
4804019,Youngstown,171,,,,,71,Non-Indigenous Community
4804020,Special Area No. 4,1236,77,63,98,93,83,Non-Indigenous Community
4804021,Veteran,214,,,,,76,Non-Indigenous Community
4804022,Consort,644,76,59,98,89,81,Non-Indigenous Community
4805001,Vulcan County,4237,78,63,95,90,81,Non-Indigenous Community
4805002,Carmangay,269,,,,,72,Non-Indigenous Community
4805004,Champion,351,75,62,95,78,78,Non-Indigenous Community
4805006,Vulcan,1769,79,62,97,81,80,Non-Indigenous Community
4805008,Lomond,178,,,,,68,Non-Indigenous Community
4805009,Milo,136,,,,,74,Non-Indigenous Community
4805011,Arrowwood,188,,,,,75,Non-Indigenous Community
4805012,Wheatland County,8738,84,63,95,88,82,Non-Indigenous Community
4805018,Strathmore,14339,80,64,97,87,82,Non-Indigenous Community
4805019,Hussar,164,,,,,74,Non-Indigenous Community
4805021,Standard,353,83,66,93,83,81,Non-Indigenous Community
4805022,Rockyford,395,77,55,100,79,78,Non-Indigenous Community
4805026,Drumheller,7909,80,62,95,87,81,Non-Indigenous Community
4805031,Starland County,1821,81,59,95,87,81,Non-Indigenous Community
4805034,Delia,152,,,,,77,Non-Indigenous Community
4805036,Munson,170,,,,,79,Non-Indigenous Community
4805038,Morrin,205,,,,,83,Non-Indigenous Community
4805041,Kneehill County,4992,80,58,94,87,80,Non-Indigenous Community
4805042,Carbon,492,74,59,94,87,78,Non-Indigenous Community
4805044,Acme,606,75,55,92,86,77,Non-Indigenous Community
4805046,Linden,704,73,56,98,90,79,Non-Indigenous Community
4805048,Three Hills,3042,75,68,96,85,81,Non-Indigenous Community
4805049,Trochu,998,82,60,94,82,79,Non-Indigenous Community
4805802,Siksika 146,3576,57,51,74,64,62,First Nations Community 
4806001,Foothills County,23199,98,73,97,87,89,Non-Indigenous Community
4806006,High River,14324,79,65,96,87,82,Non-Indigenous Community
4806008,Longview,297,82,57,97,81,79,Non-Indigenous Community
4806009,Turner Valley,2611,81,64,96,87,82,Non-Indigenous Community
4806011,Black Diamond,2730,79,64,96,86,81,Non-Indigenous Community
4806012,Okotoks,30405,84,71,98,88,85,Non-Indigenous Community
4806014,Rocky View County,41028,99,74,96,86,89,Non-Indigenous Community
4806016,Calgary,1306784,86,74,94,85,85,Non-Indigenous Community
4806017,Chestermere,22163,84,68,95,87,83,Non-Indigenous Community
4806019,Cochrane,32199,86,73,98,88,86,Non-Indigenous Community
4806021,Airdrie,74100,81,69,97,88,84,Non-Indigenous Community
4806022,Irricana,1179,79,59,97,82,79,Non-Indigenous Community
4806024,Beiseker,754,76,51,90,82,75,Non-Indigenous Community
4806026,Crossfield,3599,81,61,97,87,82,Non-Indigenous Community
4806028,Mountain View County,12981,81,64,95,89,82,Non-Indigenous Community
4806029,Carstairs,4898,80,64,98,86,82,Non-Indigenous Community
4806031,Cremona,437,77,59,98,83,79,Non-Indigenous Community
4806032,Didsbury,5070,77,61,95,87,80,Non-Indigenous Community
4806034,Olds,9209,81,63,97,87,82,Non-Indigenous Community
4806036,Sundre,2672,80,61,95,84,80,Non-Indigenous Community
4806803,Eden Valley 216,,,,,,,First Nations Community 
4806804,Tsuu T'ina Nation 145,,,,,,,First Nations Community 
4807001,Provost No. 52,2071,80,60,97,90,82,Non-Indigenous Community
4807002,Provost,1900,79,60,97,89,81,Non-Indigenous Community
4807004,Czar,248,,,,,74,Non-Indigenous Community
4807006,Hughenden,213,,,,,76,Non-Indigenous Community
4807008,Amisk,219,,,,,77,Non-Indigenous Community
4807011,Paintearth County No. 18,1990,77,64,94,93,82,Non-Indigenous Community
4807012,Coronation,868,79,61,95,88,81,Non-Indigenous Community
4807014,Castor,803,77,56,92,80,76,Non-Indigenous Community
4807016,Halkirk,92,,,,,71,Non-Indigenous Community
4807019,Stettler County No. 6,5666,78,58,95,89,80,Non-Indigenous Community
4807021,Big Valley,331,68,54,89,80,73,Non-Indigenous Community
4807026,Stettler,5695,78,61,96,86,80,Non-Indigenous Community
4807027,White Sands,174,,,,,86,Non-Indigenous Community
4807028,Rochon Sands,97,,,,,80,Non-Indigenous Community
4807029,Donalda,226,,,,,74,Non-Indigenous Community
4807031,Flagstaff County,3694,80,60,94,89,81,Non-Indigenous Community
4807032,Alliance,166,,,,,75,Non-Indigenous Community
4807036,Forestburg,807,84,59,96,80,80,Non-Indigenous Community
4807038,Heisler,135,,,,,70,Non-Indigenous Community
4807039,Daysland,789,79,59,94,85,79,Non-Indigenous Community
4807042,Killam,918,87,61,95,89,83,Non-Indigenous Community
4807044,Sedgewick,761,80,63,98,86,82,Non-Indigenous Community
4807046,Lougheed,225,,,,,62,Non-Indigenous Community
4807048,Hardisty,548,86,57,97,88,82,Non-Indigenous Community
4807049,Wainwright No. 61,4276,81,64,97,91,83,Non-Indigenous Community
4807051,Chauvin,304,75,55,88,84,75,Non-Indigenous Community
4807052,Edgerton,385,76,56,98,83,78,Non-Indigenous Community
4807054,Wainwright,6606,81,63,95,88,82,Non-Indigenous Community
4807056,Irma,477,79,66,97,90,83,Non-Indigenous Community
4808001,Red Deer County,19933,85,65,96,87,83,Non-Indigenous Community
4808002,Elnora,288,76,56,94,92,80,Non-Indigenous Community
4808004,Delburne,919,76,57,96,85,79,Non-Indigenous Community
4808005,Jarvis Bay,213,,,,,86,Non-Indigenous Community
4808006,Bowden,1280,76,53,95,78,76,Non-Indigenous Community
4808008,Innisfail,7985,80,59,95,85,80,Non-Indigenous Community
4808009,Penhold,3484,79,61,95,87,81,Non-Indigenous Community
4808011,Red Deer,100844,81,65,96,85,82,Non-Indigenous Community
4808012,Sylvan Lake,15995,81,63,98,84,81,Non-Indigenous Community
4808013,Norglenwold,306,92,68,97,75,83,Non-Indigenous Community
4808022,Lacombe County,10283,81,61,96,87,81,Non-Indigenous Community
4808023,Birchcliff,211,,,,,88,Non-Indigenous Community
4808024,Eckville,1014,76,58,95,81,77,Non-Indigenous Community
4808025,Half Moon Bay,65,,,,,,Non-Indigenous Community
4808026,Bentley,1042,74,54,87,81,74,Non-Indigenous Community
4808027,Sunbreaker Cove,131,,,,,83,Non-Indigenous Community
4808028,Gull Lake,226,,,,,81,Non-Indigenous Community
4808029,Blackfalds,10470,79,63,98,86,81,Non-Indigenous Community
4808031,Lacombe,13396,79,66,96,85,82,Non-Indigenous Community
4808032,Clive,775,79,58,96,88,80,Non-Indigenous Community
4808034,Alix,774,72,55,91,77,74,Non-Indigenous Community
4808038,Ponoka County,9998,80,60,96,86,80,Non-Indigenous Community
4808039,Ponoka,7331,78,60,94,85,79,Non-Indigenous Community
4808042,Parkland Beach,168,,,,,79,Non-Indigenous Community
4808044,Rimbey,2470,74,55,95,79,76,Non-Indigenous Community
4808811,Samson 137,3252,57,41,50,57,51,First Nations Community 
4808812,Samson 137A,19,,,,,,First Nations Community 
4808813,Montana 139,598,56,41,61,56,54,First Nations Community 
4809002,Clearwater County,11865,79,58,94,83,79,Non-Indigenous Community
4809005,Burnstick Lake,21,,,,,,Non-Indigenous Community
4809010,Caroline,470,67,49,90,72,70,Non-Indigenous Community
4809015,Rocky Mountain House,6765,82,61,96,82,80,Non-Indigenous Community
4809806,O'Chiese 203,804,59,22,71,70,55,First Nations Community 
4809809,Sunchild 202,644,58,42,71,66,59,First Nations Community 
4809810,Big Horn 144A,,,,,,,First Nations Community 
4810001,Camrose County,8504,81,61,94,88,81,Non-Indigenous Community
4810002,Bashaw,848,74,57,93,82,77,Non-Indigenous Community
4810003,Rosalind,162,,,,,83,Non-Indigenous Community
4810006,Edberg,126,,,,,81,Non-Indigenous Community
4810009,Bawlf,412,75,57,96,81,77,Non-Indigenous Community
4810011,Camrose,18772,80,62,96,85,81,Non-Indigenous Community
4810012,Bittern Lake,216,,,,,82,Non-Indigenous Community
4810014,Hay Lakes,456,79,63,97,89,82,Non-Indigenous Community
4810016,Beaver County,5868,80,60,95,86,80,Non-Indigenous Community
4810018,Tofield,2045,76,61,94,87,80,Non-Indigenous Community
4810019,Ryley,484,79,49,91,82,75,Non-Indigenous Community
4810021,Holden,338,76,59,97,71,76,Non-Indigenous Community
4810022,Viking,986,82,61,97,88,82,Non-Indigenous Community
4810026,Minburn County No. 27,3014,79,58,94,88,80,Non-Indigenous Community
4810028,Vegreville,5689,79,59,95,84,79,Non-Indigenous Community
4810031,Innisfree,187,,,,,69,Non-Indigenous Community
4810034,Mannville,765,77,60,94,82,78,Non-Indigenous Community
4810036,Vermilion River County,7994,83,63,97,90,83,Non-Indigenous Community
4810038,Paradise Valley,153,,,,,75,Non-Indigenous Community
4810039,Lloydminster (Part),19739,84,65,96,87,83,Non-Indigenous Community
4810041,Kitscoty,852,79,61,97,87,81,Non-Indigenous Community
4810042,Vermilion,3948,80,63,93,88,81,Non-Indigenous Community
4810044,Marwayne,543,79,53,92,88,78,Non-Indigenous Community
4810048,Two Hills County No. 21,3412,70,44,90,85,72,Non-Indigenous Community
4810051,Myrnam,257,,,,,72,Non-Indigenous Community
4810052,Two Hills,1416,65,33,92,76,66,Non-Indigenous Community
4810058,Lamont County,3754,79,60,94,84,79,Non-Indigenous Community
4810059,Andrew,366,75,60,80,77,73,Non-Indigenous Community
4810061,Mundare,689,79,58,94,89,80,Non-Indigenous Community
4810062,Chipman,246,,,,,73,Non-Indigenous Community
4810064,Lamont,1744,78,58,92,84,78,Non-Indigenous Community
4810066,Bruderheim,1329,79,60,91,82,78,Non-Indigenous Community
4810068,Improvement District No. 13 Elk Island,0,,,,,,Non-Indigenous Community
4810805,Makaoo (Part) 120,141,,,,,48,First Nations Community 
4811001,Wetaskiwin County No. 10,11212,80,60,94,85,80,Non-Indigenous Community
4811002,Wetaskiwin,12594,76,56,95,83,77,Non-Indigenous Community
4811003,Argentia Beach,39,,,,,,Non-Indigenous Community
4811004,Grandview,143,,,,,84,Non-Indigenous Community
4811005,Poplar Bay,113,,,,,84,Non-Indigenous Community
4811006,Crystal Springs,74,,,,,89,Non-Indigenous Community
4811007,Norris Beach,71,,,,,79,Non-Indigenous Community
4811008,Ma-Me-O Beach,162,,,,,93,Non-Indigenous Community
4811009,Silver Beach,55,,,,,,Non-Indigenous Community
4811011,Millet,1890,76,55,93,84,77,Non-Indigenous Community
4811012,Leduc County,14416,84,63,94,87,82,Non-Indigenous Community
4811013,Beaumont,20888,84,71,97,88,85,Non-Indigenous Community
4811016,Leduc,34094,82,65,97,87,83,Non-Indigenous Community
4811018,Devon,6545,80,62,97,86,81,Non-Indigenous Community
4811019,Calmar,2183,80,56,94,85,79,Non-Indigenous Community
4811020,Sundance Beach,42,,,,,,Non-Indigenous Community
4811021,Thorsby,967,79,59,96,84,79,Non-Indigenous Community
4811022,Itaska Beach,30,,,,,,Non-Indigenous Community
4811023,Golden Days,248,,,,,85,Non-Indigenous Community
4811024,Warburg,676,69,49,98,78,73,Non-Indigenous Community
4811026,Breton,567,77,47,96,81,76,Non-Indigenous Community
4811031,Drayton Valley,7291,80,60,95,86,80,Non-Indigenous Community
4811032,Brazeau County,7179,80,57,94,84,79,Non-Indigenous Community
4811034,Parkland County,32205,87,64,95,86,83,Non-Indigenous Community
4811038,Seba Beach,229,,,,,82,Non-Indigenous Community
4811039,Betula Beach,27,,,,,,Non-Indigenous Community
4811041,Point Alison,18,,,,,,Non-Indigenous Community
4811042,Lakeview,29,,,,,,Non-Indigenous Community
4811044,Kapasiwin,24,,,,,,Non-Indigenous Community
4811046,Spring Lake,711,89,63,93,88,83,Non-Indigenous Community
4811048,Stony Plain,17993,82,62,98,86,82,Non-Indigenous Community
4811049,Spruce Grove,37645,83,65,97,87,83,Non-Indigenous Community
4811052,Strathcona County,99225,89,70,97,88,86,Non-Indigenous Community
4811056,Fort Saskatchewan,27088,86,67,97,87,84,Non-Indigenous Community
4811059,Sturgeon County,20061,88,66,95,87,84,Non-Indigenous Community
4811061,Edmonton,1010899,82,70,93,85,82,Non-Indigenous Community
4811062,St. Albert,68232,88,72,97,88,86,Non-Indigenous Community
4811064,Gibbons,3218,84,60,96,85,81,Non-Indigenous Community
4811065,Redwater,2115,80,59,95,81,79,Non-Indigenous Community
4811066,Bon Accord,1461,77,63,94,82,79,Non-Indigenous Community
4811068,Morinville,10385,81,63,97,87,82,Non-Indigenous Community
4811069,Legal,1232,81,57,93,86,79,Non-Indigenous Community
4811801,Ermineskin 138,2256,57,39,58,62,54,First Nations Community 
4811802,Pigeon Lake 138A,285,53,33,57,51,49,First Nations Community 
4811803,Louis Bull 138B,1321,51,36,60,63,52,First Nations Community 
4811804,Enoch Cree Nation,1825,66,44,86,72,67,First Nations Community 
4811805,Alexander 134,1077,64,46,70,67,62,First Nations Community 
4811806,Wabamun 133A,981,56,32,48,58,49,First Nations Community 
4811807,Wabamun 133B,20,,,,,,First Nations Community 
4812002,Cold Lake,15661,84,66,97,88,84,Non-Indigenous Community
4812004,Bonnyville No. 87,12897,85,60,94,85,81,Non-Indigenous Community
4812009,Bonnyville,6404,79,60,95,86,80,Non-Indigenous Community
4812011,Bonnyville Beach,70,,,,,82,Non-Indigenous Community
4812012,Glendon,338,73,58,92,86,77,Non-Indigenous Community
4812013,Pelican Narrows,158,,,,,86,Non-Indigenous Community
4812014,St. Paul County No. 19,6306,79,60,95,88,81,Non-Indigenous Community
4812016,Elk Point,1399,80,62,95,87,81,Non-Indigenous Community
4812018,St. Paul,5863,79,62,94,87,81,Non-Indigenous Community
4812020,Horseshoe Bay,81,,,,,,Non-Indigenous Community
4812022,Smoky Lake County,3874,73,54,87,76,73,Non-Indigenous Community
4812024,Vilna,268,,,,,78,Non-Indigenous Community
4812026,Waskatenau,247,,,,,75,Non-Indigenous Community
4812029,Smoky Lake,1127,78,58,91,81,77,Non-Indigenous Community
4812037,Lac la Biche County,7673,81,59,94,84,80,Non-Indigenous Community
4812038,Improvement District No. 349,15,,,,,,Non-Indigenous Community
4812802,Unipouheos 121,875,59,39,72,60,57,First Nations Community 
4812804,Puskiakiwenin 122,564,62,48,58,70,59,First Nations Community 
4812806,Saddle Lake 125,,,,,,,First Nations Community 
4812808,White Fish Lake 128,1093,64,53,59,72,62,First Nations Community 
4812810,Cold Lake 149,671,65,39,79,63,62,First Nations Community 
4812811,Kehewin 123,1038,59,43,60,63,56,First Nations Community 
4812813,Cold Lake 149A,68,,,,,,First Nations Community 
4812815,Cold Lake 149B,181,,,,,55,First Nations Community 
4812828,Beaver Lake 131,401,59,41,68,64,58,First Nations Community 
4812840,Heart Lake 167,211,,,,,54,First Nations Community 
4813001,Lac Ste. Anne County,10832,80,58,93,85,79,Non-Indigenous Community
4813002,Mayerthorpe,1259,79,50,94,84,77,Non-Indigenous Community
4813003,Nakamun Park,78,,,,,,Non-Indigenous Community
4813005,Val Quentin,158,,,,,76,Non-Indigenous Community
4813006,West Cove,222,,,,,79,Non-Indigenous Community
4813007,Yellowstone,117,,,,,82,Non-Indigenous Community
4813008,Ross Haven,126,,,,,85,Non-Indigenous Community
4813009,Castle Island,15,,,,,,Non-Indigenous Community
4813010,Silver Sands,214,,,,,77,Non-Indigenous Community
4813011,Sunset Point,257,86,54,95,76,78,Non-Indigenous Community
4813012,Alberta Beach,864,85,56,97,85,81,Non-Indigenous Community
4813013,Birch Cove,67,,,,,82,Non-Indigenous Community
4813014,Onoway,966,77,60,95,79,78,Non-Indigenous Community
4813015,South View,72,,,,,,Non-Indigenous Community
4813016,Sandy Beach,278,,,,,77,Non-Indigenous Community
4813017,Sunrise Beach,153,,,,,79,Non-Indigenous Community
4813018,Barrhead County No. 11,5877,74,59,95,88,79,Non-Indigenous Community
4813019,Barrhead,4320,78,58,96,84,79,Non-Indigenous Community
4813028,Westlock County,7186,78,58,95,87,80,Non-Indigenous Community
4813029,Woodlands County,4558,84,58,93,85,80,Non-Indigenous Community
4813030,Whitecourt,9927,82,59,95,85,80,Non-Indigenous Community
4813031,Westlock,4921,76,57,96,83,78,Non-Indigenous Community
4813032,Clyde,415,78,53,92,91,78,Non-Indigenous Community
4813033,Larkspur,53,,,,,,Non-Indigenous Community
4813036,Thorhild County,3042,79,56,94,85,78,Non-Indigenous Community
4813044,Athabasca County,6959,82,59,96,85,81,Non-Indigenous Community
4813045,Mewatha Beach,103,,,,,76,Non-Indigenous Community
4813046,Boyle,825,79,53,99,88,80,Non-Indigenous Community
4813047,Sunset Beach,55,,,,,,Non-Indigenous Community
4813048,Athabasca,2759,83,64,96,84,82,Non-Indigenous Community
4813049,Island Lake,174,,,,,81,Non-Indigenous Community
4813051,Island Lake South,81,,,,,83,Non-Indigenous Community
4813053,Bondiss,124,,,,,84,Non-Indigenous Community
4813055,South Baptiste,70,,,,,,Non-Indigenous Community
4813057,West Baptiste,46,,,,,,Non-Indigenous Community
4813061,Whispering Hills,128,,,,,74,Non-Indigenous Community
4813811,Alexis 133,770,55,30,59,55,50,First Nations Community 
4813829,Alexander 134B,5,,,,,,First Nations Community 
4813830,Alexis Whitecourt 232,0,,,,,,First Nations Community 
4814003,Yellowhead County,10426,82,56,94,82,78,Non-Indigenous Community
4814019,Hinton,9817,84,60,95,85,81,Non-Indigenous Community
4814024,Edson,8374,83,57,94,86,80,Non-Indigenous Community
4814028,Improvement District No. 25 Willmore Wilderness,0,,,,,,Non-Indigenous Community
4815007,Crowsnest Pass,5695,84,62,96,83,81,Non-Indigenous Community
4815013,Kananaskis,156,,,,,85,Non-Indigenous Community
4815015,Bighorn No. 8,1598,87,74,97,88,87,Non-Indigenous Community
4815023,Canmore,15990,92,80,95,88,89,Non-Indigenous Community
4815027,Ghost Lake,82,,,,,85,Non-Indigenous Community
4815030,Waiparous,57,,,,,,Non-Indigenous Community
4815032,Improvement District No. 9 Banff,1004,86,76,99,95,89,Non-Indigenous Community
4815033,Jasper,4738,84,72,94,90,85,Non-Indigenous Community
4815035,Banff,8305,82,76,94,88,85,Non-Indigenous Community
4815037,Improvement District No. 12 Jasper Park,0,,,,,,Non-Indigenous Community
4815045,Ranchland No. 66,110,,,,,85,Non-Indigenous Community
4815802,"Stoney 142, 143, 144",,,,,,,First Nations Community 
4815815,Stoney 142B,,,,,,,First Nations Community 
4816037,Wood Buffalo,72326,96,69,94,88,87,Non-Indigenous Community
4816051,Improvement District No. 24 Wood Buffalo,706,46,20,49,71,46,Non-Indigenous Community
4816810,Fort Mckay 174,621,78,39,89,75,70,First Nations Community 
4816817,Janvier 194,360,63,20,76,57,54,First Nations Community 
4816821,Gregoire Lake 176,203,,,,,65,First Nations Community 
4816822,Gregoire Lake 176A,129,,,,,55,First Nations Community 
4816849,Old Fort 217,0,,,,,,First Nations Community 
4816850,Allison Bay 219,113,,,,,54,First Nations Community 
4816852,Dog Head 218,85,,,,,68,First Nations Community 
4816860,Thebathi 196,,,,,,,First Nations Community 
4816861,Thabacha Náre 196A,,,,,,,First Nations Community 
4817021,High Prairie,2380,81,61,95,87,81,Non-Indigenous Community
4817024,Swan Hills,1201,82,54,96,82,78,Non-Indigenous Community
4817026,Northern Sunrise County,1711,84,56,93,88,80,Non-Indigenous Community
4817027,Big Lakes County,4986,75,50,87,79,73,Non-Indigenous Community
4817029,Slave Lake,6836,80,62,93,87,81,Non-Indigenous Community
4817031,Opportunity No. 17,3382,71,39,81,78,67,Non-Indigenous Community
4817033,Lesser Slave River No. 124,2861,83,54,94,86,79,Non-Indigenous Community
4817039,Nampa,367,82,50,99,87,79,Non-Indigenous Community
4817062,Clear Hills,3006,66,37,86,83,68,Non-Indigenous Community
4817064,Hines Creek,335,77,45,98,85,76,Non-Indigenous Community
4817076,Northern Lights County,4152,78,51,90,84,76,Non-Indigenous Community
4817078,Manning,1126,81,57,96,89,81,Non-Indigenous Community
4817093,High Level,3922,80,64,93,87,81,Non-Indigenous Community
4817095,Mackenzie County,12804,70,35,90,81,69,Non-Indigenous Community
4817097,Rainbow Lake,495,95,58,98,90,85,Non-Indigenous Community
4817817,Jean Baptiste Gambler 183,210,,,,,60,First Nations Community 
4817818,Wabasca 166,158,,,,,67,First Nations Community 
4817819,Wabasca 166A,559,70,43,85,71,67,First Nations Community 
4817821,Wabasca 166B,89,,,,,53,First Nations Community 
4817822,Wabasca 166C,179,,,,,47,First Nations Community 
4817823,Wabasca 166D,640,71,33,82,65,63,First Nations Community 
4817824,Utikoomak Lake 155,734,52,19,51,57,45,First Nations Community 
4817825,Clear Hills 152C,0,,,,,,First Nations Community 
4817826,Kapawe'no First Nation 231,5,,,,,,First Nations Community 
4817827,Utikoomak Lake 155A,145,,,,,37,First Nations Community 
4817828,Drift Pile River 150,775,60,35,78,64,59,First Nations Community 
4817829,Sucker Creek 150A,703,69,43,83,69,66,First Nations Community 
4817830,Kapawe'no First Nation 150D,5,,,,,,First Nations Community 
4817831,Swan River 150E,400,62,43,82,57,61,First Nations Community 
4817832,Sawridge 150G,41,,,,,,First Nations Community 
4817833,Sawridge 150H,10,,,,,,First Nations Community 
4817834,Peerless Trout 238,0,,,,,,First Nations Community 
4817835,Fox Lake 162,2488,39,13,24,58,33,First Nations Community 
4817836,Kapawe'no First Nation 150B,42,,,,,,First Nations Community 
4817837,John D'Or Prairie 215,702,77,49,66,83,69,First Nations Community 
4817838,Tall Cree 173,282,61,28,55,78,56,First Nations Community 
4817840,Tall Cree 173A,201,,,,,43,First Nations Community 
4817841,Beaver Ranch 163,15,,,,,,First Nations Community 
4817842,Boyer 164,123,,,,,55,First Nations Community 
4817843,Child Lake 164A,172,,,,,60,First Nations Community 
4817845,Hay Lake 209,957,59,26,60,67,53,First Nations Community 
4817848,Bushe River 207,492,63,32,57,59,53,First Nations Community 
4817849,Upper Hay River 212,381,45,14,53,61,43,First Nations Community 
4817850,Woodland Cree 227,30,,,,,,First Nations Community 
4817853,Little Buffalo,441,60,23,64,74,55,First Nations Community 
4817854,Carcajou 187,0,,,,,,First Nations Community 
4817855,Desmarais,116,,,,,90,First Nations Community 
4817856,Woodland Cree 226,655,55,17,51,62,46,First Nations Community 
4817857,Woodland Cree 228,161,,,,,43,First Nations Community 
4817859,Fort Vermilion 173B,73,,,,,49,First Nations Community 
4817860,Loon Lake 235,487,64,26,67,73,57,First Nations Community 
4817865,Kapawe'no First Nation 229,97,,,,,65,First Nations Community 
4818002,Fox Creek,1639,88,57,95,87,82,Non-Indigenous Community
4818015,Greenview No. 16,8584,83,56,94,86,80,Non-Indigenous Community
4818018,Valleyview,1673,80,54,88,85,77,Non-Indigenous Community
4818816,Sturgeon Lake 154,1291,62,35,79,63,60,First Nations Community 
4818818,Sturgeon Lake 154A,39,,,,,,First Nations Community 
4819006,Grande Prairie County No. 1,23769,86,61,96,87,82,Non-Indigenous Community
4819008,Hythe,854,79,50,88,79,74,Non-Indigenous Community
4819009,Beaverlodge,2271,80,59,92,83,79,Non-Indigenous Community
4819011,Wembley,1432,81,54,95,89,80,Non-Indigenous Community
4819012,Grande Prairie,64141,82,63,96,86,82,Non-Indigenous Community
4819014,Sexsmith,2427,80,61,98,83,81,Non-Indigenous Community
4819038,Peace River,6619,83,63,92,88,82,Non-Indigenous Community
4819041,Smoky River No. 130,1684,82,60,92,90,81,Non-Indigenous Community
4819042,McLennan,695,79,55,94,86,78,Non-Indigenous Community
4819044,Donnelly,338,76,62,93,91,81,Non-Indigenous Community
4819046,Falher,1001,79,54,97,88,80,Non-Indigenous Community
4819048,Girouxville,278,,,,,76,Non-Indigenous Community
4819049,Birch Hills County,1516,77,51,95,87,78,Non-Indigenous Community
4819054,Spirit River No. 133,649,80,53,92,89,78,Non-Indigenous Community
4819056,Rycroft,550,77,46,96,81,75,Non-Indigenous Community
4819058,Spirit River,849,82,58,93,85,80,Non-Indigenous Community
4819059,Saddle Hills County,2338,77,54,95,90,79,Non-Indigenous Community
4819066,Fairview No. 136,1580,81,55,90,85,78,Non-Indigenous Community
4819068,Fairview,2817,81,59,95,87,80,Non-Indigenous Community
4819071,Peace No. 135,1581,82,55,92,86,79,Non-Indigenous Community
4819072,Berwyn,577,74,40,92,84,73,Non-Indigenous Community
4819074,Grimshaw,2601,81,54,94,86,79,Non-Indigenous Community
4819815,Horse Lakes 152B,489,61,39,72,70,60,First Nations Community 
4819826,Duncan's 151A,111,,,,,62,First Nations Community 
5901003,Elkford,2749,87,66,97,89,85,Non-Indigenous Community
5901006,Sparwood,4148,86,63,97,89,84,Non-Indigenous Community
